Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-12-01T12:11:50.962 ,5,-0.0012586178885742726,-1.9859589754414724,FoVF,-0.6959862791616858,0.7075805550396052,2458454.0101116532
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-11T03:25:25.432 ,6,-0.005060139812605664,2.674576308767805,FoVP,0.2653871641565045,0.7054385985262669,2458494.647492452
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-11T05:11:59.718 ,7,-0.003352392313180854,2.679862672895663,FoVF,0.26057639956807077,0.7065769160076659,2458494.7215044308
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-11T09:25:39.799 ,3,5.12178966399101E-4,2.6925081059253193,FoVP,0.2490645370362492,0.7091719007575235,2458494.897672359
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-11T11:12:13.985 ,3,0.002051281407758587,2.6978457643777496,FoVF,0.2442035812978458,0.7102130973028564,2458494.971683158
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-11T17:12:27.933 ,1,0.006882045014062441,2.715990656756451,FoVF,0.22767134025834773,0.7135122722525623,2458495.221858119
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-15T17:15:56.476 ,1,0.006377353928319555,3.0135032863691036,FoVF,-0.0419578085112458,0.7144982418964352,2458499.224478085
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-15T21:29:36.284 ,2,0.0031488066002495446,3.0263196010486797,FoVP,-0.053308207233505295,0.7122762959363708,2458499.40064191
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-15T23:16:10.449 ,4,0.0017186770323710664,3.031684826535964,FoVF,-0.05804812599153766,0.7112901190575758,2458499.4746520575
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-16T03:29:50.471 ,4,-0.0018587935447351921,3.044407777633088,FoVP,-0.0692597579170076,0.7088192502849839,2458499.650818293
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-01-16T05:16:24.729 ,7,-0.003433867901780164,3.049732158524302,FoVF,-0.0739394675271029,0.7077299557006519,2458499.724829498
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-04-23T12:17:02.195 ,3,-1.3287361777960225E-4,0.026952922377384874,FoVP,0.606768046306294,0.7134737842541142,2458597.0151035413
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-04-23T14:03:36.390 ,2,0.004841378199576913,0.02882470758139892,FoVF,0.6051475265852163,0.71539324111435,2458597.0891048675
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-05-18T00:10:14.998 ,2,0.001664149264832722,1.2809319761816378,FoVP,-0.7157135710200885,0.7211484968959437,2458621.5084178494
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2019-05-18T01:56:49.206 ,7,-0.003577438269442615,1.2805965515171003,FoVF,-0.7159897607035537,0.7209564141535988,2458621.582418693
